date,symbol,open,high,low,close,volume
2020-01-16 01:00:00+00:00,BINANCE:BTCUSDT,8820.01,8859.81,8586.0,8720.01,51991.074284
2020-01-17 01:00:00+00:00,BINANCE:BTCUSDT,8720.15,9041.65,8672.44,8913.28,70897.737377
2020-01-18 01:00:00+00:00,BINANCE:BTCUSDT,8913.27,8988.88,8806.38,8915.96,38294.746545
2020-01-19 01:00:00+00:00,BINANCE:BTCUSDT,8915.09,9198.98,8466.0,8701.7,70676.889259
2020-01-20 01:00:00+00:00,BINANCE:BTCUSDT,8701.72,8746.99,8521.28,8642.35,38896.639746
2020-01-21 01:00:00+00:00,BINANCE:BTCUSDT,8642.35,8789.0,8488.0,8736.03,36494.687659
2020-01-22 01:00:00+00:00,BINANCE:BTCUSDT,8736.04,8818.0,8590.0,8682.36,29080.557138
2020-01-23 01:00:00+00:00,BINANCE:BTCUSDT,8682.77,8691.81,8306.39,8404.52,48165.944597
2020-01-24 01:00:00+00:00,BINANCE:BTCUSDT,8404.52,8528.02,8238.0,8439.0,41687.529529
2020-01-25 01:00:00+00:00,BINANCE:BTCUSDT,8438.99,8451.26,8254.9,8340.58,25521.157932
2020-01-26 01:00:00+00:00,BINANCE:BTCUSDT,8340.01,8618.13,8293.66,8615.0,31130.485164
2020-01-27 01:00:00+00:00,BINANCE:BTCUSDT,8614.39,9000.0,8535.0,8907.57,53973.542996
2020-01-28 01:00:00+00:00,BINANCE:BTCUSDT,8907.57,9400.0,8862.4,9374.21,74584.853765
2020-01-29 01:00:00+00:00,BINANCE:BTCUSDT,9375.34,9449.24,9216.0,9301.53,53864.065122
2020-01-30 01:00:00+00:00,BINANCE:BTCUSDT,9301.57,9578.0,9204.44,9513.21,60626.744259
2020-01-31 01:00:00+00:00,BINANCE:BTCUSDT,9511.52,9530.22,9210.01,9352.89,45552.022352
2020-02-01 01:00:00+00:00,BINANCE:BTCUSDT,9351.71,9464.53,9281.0,9384.61,28578.067354
2020-02-02 01:00:00+00:00,BINANCE:BTCUSDT,9384.41,9477.03,9120.0,9331.51,45690.91254
2020-02-03 01:00:00+00:00,BINANCE:BTCUSDT,9331.59,9618.79,9234.0,9292.24,50892.133451
2020-02-04 01:00:00+00:00,BINANCE:BTCUSDT,9291.35,9350.0,9093.01,9197.02,53308.175266
2020-02-05 01:00:00+00:00,BINANCE:BTCUSDT,9197.02,9744.45,9177.22,9612.04,64870.415615
2020-02-06 01:00:00+00:00,BINANCE:BTCUSDT,9612.03,9862.57,9526.35,9772.0,64949.706588
2020-02-07 01:00:00+00:00,BINANCE:BTCUSDT,9772.0,9885.0,9730.0,9813.73,43966.114632
2020-02-08 01:00:00+00:00,BINANCE:BTCUSDT,9813.87,9940.0,9667.11,9895.05,43600.843666
2020-02-09 01:00:00+00:00,BINANCE:BTCUSDT,9895.04,10166.0,9880.75,10151.75,43408.475616
2020-02-10 01:00:00+00:00,BINANCE:BTCUSDT,10151.72,10188.0,9756.0,9851.83,59573.084619
2020-02-11 01:00:00+00:00,BINANCE:BTCUSDT,9851.74,10323.59,9700.0,10223.08,62422.395224
2020-02-12 01:00:00+00:00,BINANCE:BTCUSDT,10223.08,10450.0,10223.08,10326.46,61008.06393
2020-02-13 01:00:00+00:00,BINANCE:BTCUSDT,10325.33,10500.0,10080.0,10229.63,79344.358759
2020-02-14 01:00:00+00:00,BINANCE:BTCUSDT,10227.78,10381.56,10111.37,10344.36,47038.480173
2020-02-15 01:00:00+00:00,BINANCE:BTCUSDT,10344.36,10375.0,9801.0,9904.72,57657.202947
2020-02-16 01:00:00+00:00,BINANCE:BTCUSDT,9904.46,10050.0,9638.12,9917.27,60023.999537
2020-02-17 01:00:00+00:00,BINANCE:BTCUSDT,9910.7,9964.16,9452.67,9706.0,70261.011901
2020-02-18 01:00:00+00:00,BINANCE:BTCUSDT,9706.0,10250.0,9576.01,10164.71,70604.124019
2020-02-19 01:00:00+00:00,BINANCE:BTCUSDT,10164.78,10250.0,9350.0,9593.79,55162.586895
2020-02-20 01:00:00+00:00,BINANCE:BTCUSDT,9594.65,9699.0,9400.0,9596.42,60152.342914
2020-02-21 01:00:00+00:00,BINANCE:BTCUSDT,9597.21,9755.51,9550.21,9677.05,42181.554524
2020-02-22 01:00:00+00:00,BINANCE:BTCUSDT,9677.05,9709.17,9560.02,9650.86,24636.757623
2020-02-23 01:00:00+00:00,BINANCE:BTCUSDT,9650.85,9990.0,9645.0,9936.4,37702.089843
2020-02-24 01:00:00+00:00,BINANCE:BTCUSDT,9936.4,9990.0,9473.56,9656.13,55796.59612
2020-02-25 01:00:00+00:00,BINANCE:BTCUSDT,9655.52,9675.0,9250.0,9315.84,54379.344552
2020-02-26 01:00:00+00:00,BINANCE:BTCUSDT,9316.48,9377.44,8633.63,8785.25,92130.345482
2020-02-27 01:00:00+00:00,BINANCE:BTCUSDT,8786.0,8971.77,8531.0,8823.21,72483.578762
2020-02-28 01:00:00+00:00,BINANCE:BTCUSDT,8823.25,8900.0,8445.0,8692.91,71155.208977
2020-02-29 01:00:00+00:00,BINANCE:BTCUSDT,8690.8,8790.0,8523.55,8523.61,36748.183035
2020-03-01 01:00:00+00:00,BINANCE:BTCUSDT,8523.61,8750.0,8411.0,8531.88,43892.200403
2020-03-02 01:00:00+00:00,BINANCE:BTCUSDT,8530.3,8965.75,8498.0,8915.24,60401.31773
2020-03-03 01:00:00+00:00,BINANCE:BTCUSDT,8911.18,8919.65,8651.0,8760.07,55154.997282
2020-03-04 01:00:00+00:00,BINANCE:BTCUSDT,8760.07,8848.29,8660.0,8750.87,38696.482578
2020-03-05 01:00:00+00:00,BINANCE:BTCUSDT,8750.99,9159.42,8746.54,9054.68,58201.866355
2020-03-06 01:00:00+00:00,BINANCE:BTCUSDT,9054.64,9170.0,8985.5,9131.88,43782.948044
2020-03-07 01:00:00+00:00,BINANCE:BTCUSDT,9130.89,9188.0,8835.0,8886.66,45422.204525
2020-03-08 01:00:00+00:00,BINANCE:BTCUSDT,8885.25,8886.76,8000.0,8033.31,77537.315166
2020-03-09 01:00:00+00:00,BINANCE:BTCUSDT,8034.76,8179.31,7632.01,7929.87,116968.863268
2020-03-10 01:00:00+00:00,BINANCE:BTCUSDT,7929.87,8149.0,7728.01,7894.56,86783.443875
2020-03-11 01:00:00+00:00,BINANCE:BTCUSDT,7894.57,7980.0,7590.0,7934.52,79942.411172
2020-03-12 01:00:00+00:00,BINANCE:BTCUSDT,7934.58,7966.17,4410.0,4800.0,261505.608653
2020-03-13 01:00:00+00:00,BINANCE:BTCUSDT,4800.01,5955.0,3782.13,5578.6,402201.673764
2020-03-14 01:00:00+00:00,BINANCE:BTCUSDT,5576.05,5640.52,5055.13,5172.06,136910.135974
2020-03-15 01:00:00+00:00,BINANCE:BTCUSDT,5172.48,5940.0,5093.1,5361.3,139916.146534
2020-03-16 01:00:00+00:00,BINANCE:BTCUSDT,5360.33,5365.42,4442.12,5028.97,227276.92276
2020-03-17 01:00:00+00:00,BINANCE:BTCUSDT,5028.86,5525.0,4921.45,5312.64,150089.926318
2020-03-18 01:00:00+00:00,BINANCE:BTCUSDT,5312.64,5436.17,5009.37,5393.04,137127.634894
2020-03-19 01:00:00+00:00,BINANCE:BTCUSDT,5393.26,6400.0,5252.53,6162.37,199020.873439
2020-03-20 01:00:00+00:00,BINANCE:BTCUSDT,6162.05,6900.0,5670.0,6208.36,219298.329514
2020-03-21 01:00:00+00:00,BINANCE:BTCUSDT,6204.57,6456.98,5860.02,6186.98,128913.668363
2020-03-22 01:00:00+00:00,BINANCE:BTCUSDT,6187.04,6407.87,5734.01,5816.19,119115.990527
2020-03-23 01:00:00+00:00,BINANCE:BTCUSDT,5816.05,6600.0,5688.0,6467.31,164674.215785
2020-03-24 01:00:00+00:00,BINANCE:BTCUSDT,6465.25,6833.0,6371.33,6744.72,151138.009878
2020-03-25 01:00:00+00:00,BINANCE:BTCUSDT,6744.69,6957.96,6450.0,6677.43,132155.734989
2020-03-26 01:00:00+00:00,BINANCE:BTCUSDT,6677.42,6780.0,6510.0,6737.36,83026.555211
2020-03-27 01:00:00+00:00,BINANCE:BTCUSDT,6737.27,6842.59,6261.0,6359.11,82914.968354
2020-03-28 01:00:00+00:00,BINANCE:BTCUSDT,6359.11,6360.0,6024.0,6236.65,93159.693429
2020-03-29 01:00:00+00:00,BINANCE:BTCUSDT,6236.65,6266.0,5866.56,5881.42,63311.627714
2020-03-30 02:00:00+00:00,BINANCE:BTCUSDT,5880.5,6599.0,5857.76,6394.38,118889.549992
2020-03-31 02:00:00+00:00,BINANCE:BTCUSDT,6394.45,6523.23,6321.4,6410.44,72337.595259
2020-04-01 02:00:00+00:00,BINANCE:BTCUSDT,6412.14,6679.94,6150.11,6642.92,97500.7524
2020-04-02 02:00:00+00:00,BINANCE:BTCUSDT,6643.36,7198.0,6551.0,6794.09,149299.906871
2020-04-03 02:00:00+00:00,BINANCE:BTCUSDT,6793.86,7048.0,6602.1,6734.1,104080.276939
2020-04-04 02:00:00+00:00,BINANCE:BTCUSDT,6732.97,6990.41,6650.01,6856.99,72990.861139
2020-04-05 02:00:00+00:00,BINANCE:BTCUSDT,6857.41,6895.54,6677.52,6772.78,49685.356983
2020-04-06 02:00:00+00:00,BINANCE:BTCUSDT,6772.78,7355.14,6765.0,7329.9,118052.000832
2020-04-07 02:00:00+00:00,BINANCE:BTCUSDT,7329.9,7459.69,7077.0,7197.32,103585.168918
2020-04-08 02:00:00+00:00,BINANCE:BTCUSDT,7197.32,7420.0,7150.0,7361.28,76059.145838
2020-04-09 02:00:00+00:00,BINANCE:BTCUSDT,7360.26,7371.92,7108.08,7283.54,61077.538712
2020-04-10 02:00:00+00:00,BINANCE:BTCUSDT,7283.54,7295.75,6739.98,6858.92,104674.623375
2020-04-11 02:00:00+00:00,BINANCE:BTCUSDT,6858.92,6944.3,6760.0,6876.83,45470.293206
2020-04-12 02:00:00+00:00,BINANCE:BTCUSDT,6876.84,7177.0,6780.0,6903.79,73868.666501
2020-04-13 02:00:00+00:00,BINANCE:BTCUSDT,6903.79,6903.79,6575.0,6837.91,96415.476573
2020-04-14 02:00:00+00:00,BINANCE:BTCUSDT,6838.04,6978.0,6754.28,6868.7,69068.623285
2020-04-15 02:00:00+00:00,BINANCE:BTCUSDT,6868.57,6933.0,6605.0,6621.24,61571.384994
2020-04-16 02:00:00+00:00,BINANCE:BTCUSDT,6621.25,7190.0,6468.27,7101.94,125009.857539
2020-04-17 02:00:00+00:00,BINANCE:BTCUSDT,7101.99,7148.12,6972.98,7027.55,54126.509763
2020-04-18 02:00:00+00:00,BINANCE:BTCUSDT,7026.78,7293.08,7014.4,7248.6,49488.542819
2020-04-19 02:00:00+00:00,BINANCE:BTCUSDT,7248.6,7266.15,7055.6,7120.74,45664.86393
2020-04-20 02:00:00+00:00,BINANCE:BTCUSDT,7121.4,7220.0,6751.0,6826.83,90149.49137
2020-04-21 02:00:00+00:00,BINANCE:BTCUSDT,6828.98,6940.0,6762.0,6841.37,60109.710808
2020-04-22 02:00:00+00:00,BINANCE:BTCUSDT,6841.36,7156.38,6818.0,7125.14,61486.377334
2020-04-23 02:00:00+00:00,BINANCE:BTCUSDT,7125.12,7738.0,7020.0,7482.39,102773.569561
2020-04-24 02:00:00+00:00,BINANCE:BTCUSDT,7483.96,7615.96,7388.0,7505.0,60182.119939
2020-04-25 02:00:00+00:00,BINANCE:BTCUSDT,7505.0,7705.0,7431.07,7538.67,43874.427726
2020-04-26 02:00:00+00:00,BINANCE:BTCUSDT,7539.03,7700.0,7480.0,7693.1,50522.616209
2020-04-27 02:00:00+00:00,BINANCE:BTCUSDT,7693.1,7792.02,7606.0,7774.62,65441.339576
2020-04-28 02:00:00+00:00,BINANCE:BTCUSDT,7773.51,7780.0,7659.12,7738.98,46302.752638
2020-04-29 02:00:00+00:00,BINANCE:BTCUSDT,7738.58,8952.89,7710.05,8778.57,183546.887514
2020-04-30 02:00:00+00:00,BINANCE:BTCUSDT,8778.58,9460.0,8401.0,8620.0,206277.214124
2020-05-01 02:00:00+00:00,BINANCE:BTCUSDT,8620.0,9059.18,8613.56,8826.96,91468.815059
2020-05-02 02:00:00+00:00,BINANCE:BTCUSDT,8825.67,9010.0,8753.0,8972.05,59002.08755
2020-05-03 02:00:00+00:00,BINANCE:BTCUSDT,8972.58,9200.0,8712.0,8894.16,90126.065643
2020-05-04 02:00:00+00:00,BINANCE:BTCUSDT,8894.15,8950.0,8522.0,8871.96,84418.512331
2020-05-05 02:00:00+00:00,BINANCE:BTCUSDT,8871.92,9118.58,8760.0,9021.83,76480.765342
2020-05-06 02:00:00+00:00,BINANCE:BTCUSDT,9021.36,9395.0,8906.21,9142.92,105925.30242
2020-05-07 02:00:00+00:00,BINANCE:BTCUSDT,9143.4,10067.0,9021.0,9986.4,147154.611378
2020-05-08 02:00:00+00:00,BINANCE:BTCUSDT,9986.3,10035.96,9705.0,9800.01,100683.7964
2020-05-09 02:00:00+00:00,BINANCE:BTCUSDT,9800.02,9914.25,9520.0,9539.4,81950.679567
2020-05-10 02:00:00+00:00,BINANCE:BTCUSDT,9539.1,9574.83,8117.0,8722.77,183865.182028
2020-05-11 02:00:00+00:00,BINANCE:BTCUSDT,8722.77,9168.0,8200.0,8561.52,168807.251832
2020-05-12 02:00:00+00:00,BINANCE:BTCUSDT,8562.04,8978.26,8528.78,8810.79,86522.780066
2020-05-13 02:00:00+00:00,BINANCE:BTCUSDT,8810.99,9398.0,8792.99,9309.37,92466.274018
2020-05-14 02:00:00+00:00,BINANCE:BTCUSDT,9309.35,9939.0,9256.76,9791.98,129565.37747
2020-05-15 02:00:00+00:00,BINANCE:BTCUSDT,9791.97,9845.62,9150.0,9316.42,115890.761516
2020-05-16 02:00:00+00:00,BINANCE:BTCUSDT,9315.96,9588.0,9220.0,9381.27,59587.627862
2020-05-17 02:00:00+00:00,BINANCE:BTCUSDT,9380.81,9888.0,9322.1,9680.04,68647.764323
2020-05-18 02:00:00+00:00,BINANCE:BTCUSDT,9681.11,9950.0,9464.23,9733.93,82006.603583
2020-05-19 02:00:00+00:00,BINANCE:BTCUSDT,9733.93,9897.21,9474.0,9775.53,78539.760454
2020-05-20 02:00:00+00:00,BINANCE:BTCUSDT,9775.13,9842.0,9326.0,9511.43,74923.73809
2020-05-21 02:00:00+00:00,BINANCE:BTCUSDT,9511.43,9578.47,8815.0,9068.65,108928.780969
2020-05-22 02:00:00+00:00,BINANCE:BTCUSDT,9067.51,9271.0,8933.52,9170.0,58943.131024
2020-05-23 02:00:00+00:00,BINANCE:BTCUSDT,9170.0,9307.85,9070.0,9179.15,43526.296966
2020-05-24 02:00:00+00:00,BINANCE:BTCUSDT,9179.01,9298.0,8700.0,8720.34,70379.86645
2020-05-25 02:00:00+00:00,BINANCE:BTCUSDT,8718.14,8979.66,8642.72,8900.35,62833.910949
2020-05-26 02:00:00+00:00,BINANCE:BTCUSDT,8900.35,9017.67,8700.0,8841.18,58299.770138
2020-05-27 02:00:00+00:00,BINANCE:BTCUSDT,8841.0,9225.0,8811.73,9204.07,68910.355514
2020-05-28 02:00:00+00:00,BINANCE:BTCUSDT,9204.07,9625.47,9110.0,9575.89,74110.787662
2020-05-29 02:00:00+00:00,BINANCE:BTCUSDT,9575.87,9605.26,9330.0,9427.07,57374.362961
2020-05-30 02:00:00+00:00,BINANCE:BTCUSDT,9426.6,9740.0,9331.23,9697.72,55665.27254
2020-05-31 02:00:00+00:00,BINANCE:BTCUSDT,9697.72,9700.0,9381.41,9448.27,48333.786403
2020-06-01 02:00:00+00:00,BINANCE:BTCUSDT,9448.27,10380.0,9421.67,10200.77,76649.12696
2020-06-02 02:00:00+00:00,BINANCE:BTCUSDT,10202.71,10228.99,9266.0,9518.04,108970.773151
2020-06-03 02:00:00+00:00,BINANCE:BTCUSDT,9518.02,9690.0,9365.21,9666.24,46252.644939
2020-06-04 02:00:00+00:00,BINANCE:BTCUSDT,9666.32,9881.63,9450.0,9789.06,57456.100969
2020-06-05 02:00:00+00:00,BINANCE:BTCUSDT,9788.14,9854.75,9581.0,9621.16,47788.05005
2020-06-06 02:00:00+00:00,BINANCE:BTCUSDT,9621.17,9735.0,9531.05,9666.3,32752.950893
2020-06-07 02:00:00+00:00,BINANCE:BTCUSDT,9666.85,9802.0,9372.46,9746.99,57952.848385
2020-06-08 02:00:00+00:00,BINANCE:BTCUSDT,9746.99,9800.0,9633.0,9782.01,40664.664125
2020-06-09 02:00:00+00:00,BINANCE:BTCUSDT,9782.0,9877.0,9570.0,9772.43,46024.001289
2020-06-10 02:00:00+00:00,BINANCE:BTCUSDT,9772.44,9992.72,9704.18,9885.0,47130.762982
2020-06-11 02:00:00+00:00,BINANCE:BTCUSDT,9885.22,9964.0,9113.0,9280.4,94418.98473
2020-06-12 02:00:00+00:00,BINANCE:BTCUSDT,9278.88,9557.12,9232.51,9465.13,50119.066932
2020-06-13 02:00:00+00:00,BINANCE:BTCUSDT,9464.96,9494.73,9351.0,9473.34,27759.784851
2020-06-14 02:00:00+00:00,BINANCE:BTCUSDT,9473.34,9480.99,9245.0,9342.1,30055.44939
2020-06-15 02:00:00+00:00,BINANCE:BTCUSDT,9342.1,9495.0,8910.45,9426.02,86107.924707
2020-06-16 02:00:00+00:00,BINANCE:BTCUSDT,9426.05,9589.0,9373.09,9525.59,52052.446927
2020-06-17 02:00:00+00:00,BINANCE:BTCUSDT,9526.97,9565.0,9236.61,9465.14,48046.411152
2020-06-18 02:00:00+00:00,BINANCE:BTCUSDT,9465.13,9489.0,9280.0,9386.32,37381.953765
2020-06-19 02:00:00+00:00,BINANCE:BTCUSDT,9386.32,9438.3,9215.79,9310.23,45330.983673
2020-06-20 02:00:00+00:00,BINANCE:BTCUSDT,9310.23,9395.0,9170.95,9358.95,30329.065384
2020-06-21 02:00:00+00:00,BINANCE:BTCUSDT,9358.95,9422.0,9281.54,9294.69,24316.926234
2020-06-22 02:00:00+00:00,BINANCE:BTCUSDT,9294.69,9780.0,9277.09,9685.69,57895.468343
2020-06-23 02:00:00+00:00,BINANCE:BTCUSDT,9685.69,9720.0,9577.03,9624.89,41031.02938
2020-06-24 02:00:00+00:00,BINANCE:BTCUSDT,9624.33,9670.0,9208.0,9296.49,61571.475811
2020-06-25 02:00:00+00:00,BINANCE:BTCUSDT,9298.33,9340.0,9009.69,9249.49,55831.619156
2020-06-26 02:00:00+00:00,BINANCE:BTCUSDT,9249.49,9298.0,9045.45,9162.21,50292.298277
2020-06-27 02:00:00+00:00,BINANCE:BTCUSDT,9162.21,9196.24,8833.0,9012.0,46290.930113
2020-06-28 02:00:00+00:00,BINANCE:BTCUSDT,9012.0,9191.0,8948.06,9116.35,30688.176421
2020-06-29 02:00:00+00:00,BINANCE:BTCUSDT,9116.16,9238.0,9024.67,9192.56,42120.293261
2020-06-30 02:00:00+00:00,BINANCE:BTCUSDT,9192.93,9205.0,9064.89,9138.55,31463.162801
2020-07-01 02:00:00+00:00,BINANCE:BTCUSDT,9138.08,9292.0,9080.1,9232.0,38488.528699
2020-07-02 02:00:00+00:00,BINANCE:BTCUSDT,9231.99,9261.96,8940.0,9086.54,45725.168076
2020-07-03 02:00:00+00:00,BINANCE:BTCUSDT,9086.54,9125.0,9037.47,9058.26,28943.420177
2020-07-04 02:00:00+00:00,BINANCE:BTCUSDT,9057.79,9190.0,9040.04,9135.46,26441.968484
2020-07-05 02:00:00+00:00,BINANCE:BTCUSDT,9135.0,9145.24,8893.03,9069.41,34073.653627
2020-07-06 02:00:00+00:00,BINANCE:BTCUSDT,9069.41,9375.0,9055.92,9344.2,54463.132277
2020-07-07 02:00:00+00:00,BINANCE:BTCUSDT,9342.47,9379.42,9203.0,9257.39,34587.336678
2020-07-08 02:00:00+00:00,BINANCE:BTCUSDT,9257.4,9470.0,9231.0,9436.06,56140.517781
2020-07-09 02:00:00+00:00,BINANCE:BTCUSDT,9436.06,9440.79,9160.0,9232.43,48044.450645
2020-07-10 02:00:00+00:00,BINANCE:BTCUSDT,9232.42,9317.48,9125.0,9288.34,38295.494006
2020-07-11 02:00:00+00:00,BINANCE:BTCUSDT,9288.34,9299.28,9178.25,9234.03,22561.366
2020-07-12 02:00:00+00:00,BINANCE:BTCUSDT,9234.02,9345.0,9157.5,9302.75,30872.702286
2020-07-13 02:00:00+00:00,BINANCE:BTCUSDT,9303.31,9343.82,9200.89,9242.62,42740.069115
2020-07-14 02:00:00+00:00,BINANCE:BTCUSDT,9242.61,9279.54,9113.0,9255.85,45772.552509
2020-07-15 02:00:00+00:00,BINANCE:BTCUSDT,9255.85,9276.49,9160.57,9197.6,39053.579665
2020-07-16 02:00:00+00:00,BINANCE:BTCUSDT,9197.6,9226.15,9047.25,9133.72,43375.571191
2020-07-17 02:00:00+00:00,BINANCE:BTCUSDT,9133.72,9186.83,9089.81,9154.32,28054.358741
2020-07-18 02:00:00+00:00,BINANCE:BTCUSDT,9154.31,9219.3,9121.1,9170.28,22554.541457
2020-07-19 02:00:00+00:00,BINANCE:BTCUSDT,9170.3,9232.27,9101.35,9208.99,26052.019417
2020-07-20 02:00:00+00:00,BINANCE:BTCUSDT,9208.99,9221.52,9131.0,9160.78,35458.764082
2020-07-21 02:00:00+00:00,BINANCE:BTCUSDT,9160.78,9437.73,9152.8,9390.0,60413.582486
2020-07-22 02:00:00+00:00,BINANCE:BTCUSDT,9390.0,9544.0,9261.0,9518.16,48815.004107
2020-07-23 02:00:00+00:00,BINANCE:BTCUSDT,9518.16,9664.0,9440.33,9603.27,51856.2335
2020-07-24 02:00:00+00:00,BINANCE:BTCUSDT,9603.27,9637.0,9463.44,9537.8,43931.136205
2020-07-25 02:00:00+00:00,BINANCE:BTCUSDT,9538.1,9732.9,9513.0,9700.42,40679.545416
2020-07-26 02:00:00+00:00,BINANCE:BTCUSDT,9700.42,10111.0,9650.0,9931.54,65279.269319
2020-07-27 02:00:00+00:00,BINANCE:BTCUSDT,9931.54,11394.86,9917.21,11029.96,150188.933144
2020-07-28 02:00:00+00:00,BINANCE:BTCUSDT,11029.96,11242.23,10565.0,10906.27,97267.734187
2020-07-29 02:00:00+00:00,BINANCE:BTCUSDT,10906.27,11342.82,10812.0,11100.53,76838.094233
2020-07-30 02:00:00+00:00,BINANCE:BTCUSDT,11100.52,11170.0,10831.0,11099.61,60794.826456
2020-07-31 02:00:00+00:00,BINANCE:BTCUSDT,11099.79,11444.0,10960.0,11335.46,70063.660974
2020-08-01 02:00:00+00:00,BINANCE:BTCUSDT,11335.46,11861.0,11220.0,11801.17,85087.485126
2020-08-02 02:00:00+00:00,BINANCE:BTCUSDT,11801.17,12123.46,10518.5,11071.35,97553.077604
2020-08-03 02:00:00+00:00,BINANCE:BTCUSDT,11071.36,11473.0,10936.0,11219.81,56931.841475
2020-08-04 02:00:00+00:00,BINANCE:BTCUSDT,11219.68,11414.98,11000.0,11191.97,58629.113709
2020-08-05 02:00:00+00:00,BINANCE:BTCUSDT,11191.99,11780.93,11093.0,11744.91,74970.256852
2020-08-06 02:00:00+00:00,BINANCE:BTCUSDT,11744.91,11900.0,11562.5,11762.46,63529.08502
2020-08-07 02:00:00+00:00,BINANCE:BTCUSDT,11762.47,11909.94,11322.0,11594.23,65755.926022
2020-08-08 02:00:00+00:00,BINANCE:BTCUSDT,11594.36,11808.27,11512.0,11761.41,41858.16104
2020-08-09 02:00:00+00:00,BINANCE:BTCUSDT,11761.02,11797.11,11521.97,11681.68,41493.067342
2020-08-10 02:00:00+00:00,BINANCE:BTCUSDT,11681.69,12067.35,11450.0,11892.92,84952.337887
2020-08-11 02:00:00+00:00,BINANCE:BTCUSDT,11892.9,11935.0,11125.0,11392.08,90748.284634
2020-08-12 02:00:00+00:00,BINANCE:BTCUSDT,11392.09,11617.52,11150.0,11564.33,64909.613644
2020-08-13 02:00:00+00:00,BINANCE:BTCUSDT,11564.34,11792.96,11270.36,11780.0,70132.491502
2020-08-14 02:00:00+00:00,BINANCE:BTCUSDT,11779.77,11850.0,11634.03,11760.54,59818.852697
2020-08-15 02:00:00+00:00,BINANCE:BTCUSDT,11760.55,11980.0,11680.0,11852.4,56237.90505
2020-08-16 02:00:00+00:00,BINANCE:BTCUSDT,11852.4,11931.72,11686.0,11911.0,41368.236906
2020-08-17 02:00:00+00:00,BINANCE:BTCUSDT,11910.99,12468.0,11769.78,12281.13,84734.21154
2020-08-18 02:00:00+00:00,BINANCE:BTCUSDT,12281.15,12387.77,11817.93,11945.01,75923.835527
2020-08-19 02:00:00+00:00,BINANCE:BTCUSDT,11945.1,12020.08,11561.0,11754.59,73940.169606
2020-08-20 02:00:00+00:00,BINANCE:BTCUSDT,11754.38,11888.0,11668.0,11853.55,46085.254351
2020-08-21 02:00:00+00:00,BINANCE:BTCUSDT,11853.54,11878.0,11485.81,11531.34,64448.306142
2020-08-22 02:00:00+00:00,BINANCE:BTCUSDT,11531.23,11686.0,11376.81,11662.96,43678.701646
2020-08-23 02:00:00+00:00,BINANCE:BTCUSDT,11663.51,11718.07,11514.13,11648.13,37900.00469
2020-08-24 02:00:00+00:00,BINANCE:BTCUSDT,11648.12,11824.9,11585.09,11748.2,46212.391867
2020-08-25 02:00:00+00:00,BINANCE:BTCUSDT,11748.19,11767.85,11117.64,11318.42,69590.923272
2020-08-26 02:00:00+00:00,BINANCE:BTCUSDT,11318.42,11539.32,11244.0,11461.43,53998.231231
2020-08-27 02:00:00+00:00,BINANCE:BTCUSDT,11461.42,11592.2,11125.0,11330.38,63246.036383
2020-08-28 02:00:00+00:00,BINANCE:BTCUSDT,11330.38,11542.65,11276.89,11526.91,45953.908365
2020-08-29 02:00:00+00:00,BINANCE:BTCUSDT,11526.9,11580.02,11417.04,11465.84,32973.7992
2020-08-30 02:00:00+00:00,BINANCE:BTCUSDT,11465.84,11719.0,11458.0,11711.16,43177.879054
2020-08-31 02:00:00+00:00,BINANCE:BTCUSDT,11711.17,11800.77,11570.0,11649.51,55353.617744
2020-09-01 02:00:00+00:00,BINANCE:BTCUSDT,11649.51,12050.85,11515.0,11921.97,78148.193668
2020-09-02 02:00:00+00:00,BINANCE:BTCUSDT,11921.97,11954.57,11160.1,11388.54,87221.845602
2020-09-03 02:00:00+00:00,BINANCE:BTCUSDT,11388.54,11462.6,9960.8,10140.85,121950.106015
2020-09-04 02:00:00+00:00,BINANCE:BTCUSDT,10138.29,10627.05,9875.5,10446.25,92733.599113
2020-09-05 02:00:00+00:00,BINANCE:BTCUSDT,10446.25,10565.68,9825.0,10166.69,90001.605568
2020-09-06 02:00:00+00:00,BINANCE:BTCUSDT,10166.69,10347.14,9994.86,10256.2,56368.788815
2020-09-07 02:00:00+00:00,BINANCE:BTCUSDT,10255.89,10410.75,9875.0,10373.44,62620.230676
2020-09-08 02:00:00+00:00,BINANCE:BTCUSDT,10373.45,10438.0,9850.0,10126.65,73491.878418
2020-09-09 02:00:00+00:00,BINANCE:BTCUSDT,10126.66,10343.0,9981.01,10219.2,49347.113776
2020-09-10 02:00:00+00:00,BINANCE:BTCUSDT,10219.29,10483.35,10070.83,10336.87,58253.75375
2020-09-11 02:00:00+00:00,BINANCE:BTCUSDT,10336.86,10397.6,10200.0,10387.89,43830.254467
2020-09-12 02:00:00+00:00,BINANCE:BTCUSDT,10387.89,10477.97,10269.25,10440.92,35379.153096
2020-09-13 02:00:00+00:00,BINANCE:BTCUSDT,10440.67,10580.11,10200.0,10332.83,43837.609865
2020-09-14 02:00:00+00:00,BINANCE:BTCUSDT,10332.84,10750.0,10212.34,10671.77,67059.291361
2020-09-15 02:00:00+00:00,BINANCE:BTCUSDT,10671.77,10930.04,10606.48,10785.31,61822.452786
2020-09-16 02:00:00+00:00,BINANCE:BTCUSDT,10785.23,11093.0,10661.22,10954.01,64991.51244
